Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,ESP Epifania Sahinos Pérez / APG Areli Ponce García,Transcription,Traducción,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes
0:00:00,0,0,00:00:00:00,0:00:04,4.38,4380,00:00:04:09,0:00:04,4.38,4380,00:00:04:09,APG,Wa: iyma: n tlanka:liya nali:qalhchiwi:nana:'wi kini iyma:,En estos momentos hablaremos de,,,,,,
0:00:00,0,0,00:00:00:00,0:00:01,0.625,625,00:00:00:15,0:00:01,0.625,625,00:00:00:15,,,,wa:,wa:,wa:,FOC,FOC,
0:00:01,0.625,625,00:00:00:15,0:00:01,1.251,1251,00:00:01:06,0:00:01,0.626,626,00:00:00:15,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:01,1.251,1251,00:00:01:06,0:00:02,1.877,1877,00:00:01:21,0:00:01,0.626,626,00:00:00:15,,,,n,n,n,EPEN,EPEN,
0:00:02,1.877,1877,00:00:01:21,0:00:03,2.502,2502,00:00:02:12,0:00:01,0.625,625,00:00:00:15,,,,tlanka:liya,tlanka:liya,tlanka:liyah,moment,moment,
0:00:03,2.502,2502,00:00:02:12,0:00:03,3.128,3128,00:00:03:03,0:00:01,0.626,626,00:00:00:15,,,,nali:qalhchiwi:nana:'wi,na-li:-qalh-chiwi:-nan-a:'-w-i,na-li:-qalh-chiwi:-nan-a:'-'w,FUT-INS-mouth-V.talk-INDEF-ANTIP-IPFV-1SBJ.PL-JNCT,FUT-INS-mouth-V.talk-INDEF-ANTIP-IPFV-1SBJ.PL,
0:00:03,3.128,3128,00:00:03:03,0:00:04,3.754,3754,00:00:03:18,0:00:01,0.626,626,00:00:00:15,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,
0:00:04,3.754,3754,00:00:03:18,0:00:04,4.38,4380,00:00:04:09,0:00:01,0.626,626,00:00:00:15,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:04,4.38,4380,00:00:04:09,0:00:06,6.212,6212,00:00:06:05,0:00:02,1.832,1832,00:00:01:20,APG,iyma: n tawá:'n usa,esta hierba o,,,,,,
0:00:04,4.38,4380,00:00:04:09,0:00:05,4.838,4838,00:00:04:20,0:00:00,0.458,458,00:00:00:11,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:05,4.838,4838,00:00:04:20,0:00:05,5.296,5296,00:00:05:07,0:00:00,0.458,458,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:05,5.296,5296,00:00:05:07,0:00:06,5.754,5754,00:00:05:18,0:00:00,0.458,458,00:00:00:11,,,,tawá:'n,tawá:'n,tawá:'n,plant,plant,
0:00:06,5.754,5754,00:00:05:18,0:00:06,6.212,6212,00:00:06:05,0:00:00,0.458,458,00:00:00:11,,,,usa,usa,usa,INTJ,INTJ,
0:00:06,6.212,6212,00:00:06:05,0:00:08,7.921,7921,00:00:07:23,0:00:02,1.709,1709,00:00:01:17,APG,ki'wi iyma: wanikani li:wa:pan.,árbol que llaman li:wa:pan (Heliconia spp.).,,,,,,
0:00:06,6.212,6212,00:00:06:05,0:00:07,6.639,6639,00:00:06:15,0:00:00,0.427,427,00:00:00:10,,,,ki'wi,ki'wi,ki'wi',tree,tree,
0:00:07,6.639,6639,00:00:06:15,0:00:07,7.066,7066,00:00:07:01,0:00:00,0.427,427,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:07,7.066,7066,00:00:07:01,0:00:07,7.493,7493,00:00:07:12,0:00:00,0.427,427,00:00:00:10,,,,wanikani,wa-ni-kan-i,wan-ni-kan,V.say-DAT-REFL-JNCT [3SBJ.SG PRES IPFV],V.say-DAT-REFL [3SBJ.SG PRES IPFV],
0:00:07,7.493,7493,00:00:07:12,0:00:08,7.921,7921,00:00:07:23,0:00:00,0.428,428,00:00:00:10,,,,li:wa:pan,li:wa:pan,li:wa:pan,Heliconia.schiedeana,Heliconia.schiedeana,
0:00:08,7.921,7921,00:00:07:23,0:00:09,9.345,9345,00:00:09:08,0:00:01,1.424,1424,00:00:01:10,APG,Nixkatsi wixi n pala na: laqapasa'.,¿No sé si lo conoces?,,,,,,
0:00:08,7.921,7921,00:00:07:23,0:00:08,8.158,8158,00:00:08:03,0:00:00,0.237,237,00:00:00:05,,,,nixkatsi,ni-x-kats-i,ni-x-kats,NEG-???-V.know-JNCT,NEG-???-V.know,
0:00:08,8.158,8158,00:00:08:03,0:00:08,8.395,8395,00:00:08:09,0:00:00,0.237,237,00:00:00:05,,,,wixi,wix-i,wix,PRN.2SBJ.SG-JNCT,PRN.2SBJ.SG,
0:00:08,8.395,8395,00:00:08:09,0:00:09,8.633,8633,00:00:08:15,0:00:00,0.238,238,00:00:00:05,,,,n,n,n,EPEN,EPEN,
0:00:09,8.633,8633,00:00:08:15,0:00:09,8.87,8870,00:00:08:21,0:00:00,0.237,237,00:00:00:05,,,,pala,pala,pala,CONJ,CONJ,
0:00:09,8.87,8870,00:00:08:21,0:00:09,9.107,9107,00:00:09:02,0:00:00,0.237,237,00:00:00:05,,,,na:,na:,na:,aslo,also,
0:00:09,9.107,9107,00:00:09:02,0:00:09,9.345,9345,00:00:09:08,0:00:00,0.238,238,00:00:00:05,,,,laqapasa',laqapas-a-',laqapas-a:'-',V.recognize-IPFV-2SBJ.SG [PRES],V.recognize-IPFV-2SBJ.SG [PRES],
0:00:09,9.345,9345,00:00:09:08,0:00:12,11.697,11697,00:00:11:17,0:00:02,2.352,2352,00:00:02:08,ESP,"Xli:ka:na n ti: kilhwampa:'t, na: klaqapasa n kit,","Lo que dices es verdad, también lo conozco,",,,,,,
0:00:09,9.345,9345,00:00:09:08,0:00:10,9.639,9639,00:00:09:15,0:00:00,0.294,294,00:00:00:07,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:10,9.639,9639,00:00:09:15,0:00:10,9.933,9933,00:00:09:23,0:00:00,0.294,294,00:00:00:07,,,,n,n,n,EPEN,EPEN,
0:00:10,9.933,9933,00:00:09:23,0:00:10,10.227,10227,00:00:10:05,0:00:00,0.294,294,00:00:00:07,,,,ti:,ti:,ti:,HREL,HREL,
0:00:10,10.227,10227,00:00:10:05,0:00:11,10.521,10521,00:00:10:13,0:00:00,0.294,294,00:00:00:07,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,
0:00:11,10.521,10521,00:00:10:13,0:00:11,10.815,10815,00:00:10:20,0:00:00,0.294,294,00:00:00:07,,,,na:,na:,na:,aslo,also,
0:00:11,10.815,10815,00:00:10:20,0:00:11,11.109,11109,00:00:11:02,0:00:00,0.294,294,00:00:00:07,,,,klaqapasa,k-laqapas-a,k-laqapas-a:',1SBJ.SG-V.recognize-IPFV,1SBJ.SG-V.recognize-IPFV,
0:00:11,11.109,11109,00:00:11:02,0:00:11,11.403,11403,00:00:11:10,0:00:00,0.294,294,00:00:00:07,,,,n,n,n,EPEN,EPEN,
0:00:11,11.403,11403,00:00:11:10,0:00:12,11.697,11697,00:00:11:17,0:00:00,0.294,294,00:00:00:07,,,,kit,kit,kit,PRN.1SBJ.SG,PRN.1SBJ.SG,
0:00:12,11.697,11697,00:00:11:17,0:00:14,14.095,14095,00:00:14:02,0:00:02,2.398,2398,00:00:02:09,ESP,ananqó:' xa n chu: lakatsaní:n ma:,crece en los alrededores este,,,,,,
0:00:12,11.697,11697,00:00:11:17,0:00:12,12.096,12096,00:00:12:02,0:00:00,0.399,399,00:00:00:09,,,,ananqó:',anan-qó:',anan-qó:'-a:',V.exist-3PL [PRES IPFV],V.exist-3PL-IPFV [PRES],
0:00:12,12.096,12096,00:00:12:02,0:00:12,12.496,12496,00:00:12:12,0:00:00,0.4,400,00:00:00:10,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:12,12.496,12496,00:00:12:12,0:00:13,12.896,12896,00:00:12:22,0:00:00,0.4,400,00:00:00:10,,,,n,n,n,EPEN,EPEN,
0:00:13,12.896,12896,00:00:12:22,0:00:13,13.295,13295,00:00:13:07,0:00:00,0.399,399,00:00:00:09,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:13,13.295,13295,00:00:13:07,0:00:14,13.695,13695,00:00:13:17,0:00:00,0.4,400,00:00:00:10,,,,lakatsaní:n,laka-tsa-n-í:n,laka-tsu:'w-n-in,face-small-NMLZ-PL,face-small-NMLZ-PL,
0:00:14,13.695,13695,00:00:13:17,0:00:14,14.095,14095,00:00:14:02,0:00:00,0.4,400,00:00:00:10,,,,ma:,ma:,ma:,TAG,TAG,
0:00:14,14.095,14095,00:00:14:02,0:00:18,17.644,17644,00:00:17:16,0:00:04,3.549,3549,00:00:03:13,ESP,"li:wa:pan, na: katu:wa n tu: li:maklakaskinkán.","li:wa:pan, también se usa para varias cosas.",,,,,,
0:00:14,14.095,14095,00:00:14:02,0:00:15,14.686,14686,00:00:14:17,0:00:01,0.591,591,00:00:00:14,,,,li:wa:pan,li:wa:pan,li:wa:pan,Heliconia.schiedeana,Heliconia.schiedeana,
0:00:15,14.686,14686,00:00:14:17,0:00:15,15.278,15278,00:00:15:06,0:00:01,0.592,592,00:00:00:14,,,,na:,na:,na:,aslo,also,
0:00:15,15.278,15278,00:00:15:06,0:00:16,15.869,15869,00:00:15:21,0:00:01,0.591,591,00:00:00:14,,,,katu:wa,katu:wa,katu:wah,many,many,
0:00:16,15.869,15869,00:00:15:21,0:00:16,16.461,16461,00:00:16:11,0:00:01,0.592,592,00:00:00:14,,,,n,n,n,EPEN,EPEN,
0:00:16,16.461,16461,00:00:16:11,0:00:17,17.052,17052,00:00:17:01,0:00:01,0.591,591,00:00:00:14,,,,tu:,tu:,tu:,NREL,NREL,
0:00:17,17.052,17052,00:00:17:01,0:00:18,17.644,17644,00:00:17:16,0:00:01,0.592,592,00:00:00:14,,,,li:maklakaskinkán,li:-mak-lakaskin-kán,li-mak-lakaskin-kan,INS-body-V.use-INDEF,INS-body-V.use-INDEF,
0:00:18,17.644,17644,00:00:17:16,0:00:22,21.694,21694,00:00:21:17,0:00:04,4.05,4050,00:00:04:01,APG,"Xli:ka:na nayi kilhwampa:'t, wa: iyma: xa..., xatawaka't usa xaxánati iyma:","Es cierto lo que dices, los frutos o flores",,,,,,
0:00:18,17.644,17644,00:00:17:16,0:00:18,18.049,18049,00:00:18:01,0:00:00,0.405,405,00:00:00:10,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:18,18.049,18049,00:00:18:01,0:00:18,18.454,18454,00:00:18:11,0:00:00,0.405,405,00:00:00:10,,,,nayi,nayi,nayi,as,as,
0:00:18,18.454,18454,00:00:18:11,0:00:19,18.859,18859,00:00:18:21,0:00:00,0.405,405,00:00:00:10,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,
0:00:19,18.859,18859,00:00:18:21,0:00:19,19.264,19264,00:00:19:06,0:00:00,0.405,405,00:00:00:10,,,,wa:,wa:,wa:,FOC,FOC,
0:00:19,19.264,19264,00:00:19:06,0:00:20,19.669,19669,00:00:19:16,0:00:00,0.405,405,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:20,19.669,19669,00:00:19:16,0:00:20,20.074,20074,00:00:20:01,0:00:00,0.405,405,00:00:00:10,,,,"xa...,",xa-[FS],xa-[FS],DEF-[FS],DEF-[FS],
0:00:20,20.074,20074,00:00:20:01,0:00:20,20.479,20479,00:00:20:11,0:00:00,0.405,405,00:00:00:10,,,,xatawaka't,xa-tawaka't,xa-tawaka't,DEF-fruit,DEF-fruit,
0:00:20,20.479,20479,00:00:20:11,0:00:21,20.884,20884,00:00:20:22,0:00:00,0.405,405,00:00:00:10,,,,usa,usa,usa,INTJ,INTJ,
0:00:21,20.884,20884,00:00:20:22,0:00:21,21.289,21289,00:00:21:07,0:00:00,0.405,405,00:00:00:10,,,,xaxánati,xa-xánat-i,xa-xanat,DEF-flower-JNCT,DEF-flower,
0:00:21,21.289,21289,00:00:21:07,0:00:22,21.694,21694,00:00:21:17,0:00:00,0.405,405,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:22,21.694,21694,00:00:21:17,0:00:23,23.094,23094,00:00:23:02,0:00:01,1.4,1400,00:00:01:10,APG,n tawa:'ni aqsamá:'w,de esta hierba de la que hablamos,,,,,,
0:00:22,21.694,21694,00:00:21:17,0:00:22,22.16,22160,00:00:22:04,0:00:00,0.466,466,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:22,22.16,22160,00:00:22:04,0:00:23,22.627,22627,00:00:22:15,0:00:00,0.467,467,00:00:00:11,,,,tawa:'ni,tawa:'n-i,tawa:'n,plant-JNCT,plant,
0:00:23,22.627,22627,00:00:22:15,0:00:23,23.094,23094,00:00:23:02,0:00:00,0.467,467,00:00:00:11,,,,aqsamá:'w,aqsa-má:'-w,aqsan-ma:'-'w,V.mention-PROG-1SBJ.PL [PRES],V.mention-PROG-1SBJ.PL [PRES],
0:00:23,23.094,23094,00:00:23:02,0:00:26,25.843,25843,00:00:25:21,0:00:03,2.749,2749,00:00:02:18,APG,pus lu:lakaskinqo:'yi iyma: n *católicos**i,son muy utilizados por los católicos,,,,,,
0:00:23,23.094,23094,00:00:23:02,0:00:24,23.643,23643,00:00:23:16,0:00:01,0.549,549,00:00:00:13,,,,pus,pus,pus,INTJ,INTJ,
0:00:24,23.643,23643,00:00:23:16,0:00:24,24.193,24193,00:00:24:04,0:00:01,0.55,550,00:00:00:13,,,,lu:lakaskinqo:'yi,lu:-lakaskin-qo:'-y-i,lu:-lakaskin-qo:'-a:',INTNS-V.use-3PL-IPFV-JNCT [PRES],INTNS-V.use-3PL-IPFV [PRES],
0:00:24,24.193,24193,00:00:24:04,0:00:25,24.743,24743,00:00:24:18,0:00:01,0.55,550,00:00:00:13,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:25,24.743,24743,00:00:24:18,0:00:25,25.293,25293,00:00:25:07,0:00:01,0.55,550,00:00:00:13,,,,n,n,n,EPEN,EPEN,
0:00:25,25.293,25293,00:00:25:07,0:00:26,25.843,25843,00:00:25:21,0:00:01,0.55,550,00:00:00:13,,,,*católicos**i,católicos-i,católicos,catholics-JNCT,catholics,
0:00:26,25.843,25843,00:00:25:21,0:00:30,30.398,30398,00:00:30:09,0:00:05,4.555,4555,00:00:04:13,APG,"li:kaxtlawananqó:'y, li:kaxtlawananqó:' xa n pala kxchijkán, kxma:lakchakán,","para adornar, lo usan para adornar sus casa o puertas,",,,,,,
0:00:26,25.843,25843,00:00:25:21,0:00:26,26.493,26493,00:00:26:12,0:00:01,0.65,650,00:00:00:16,,,,li:kaxtlawananqó:'y,#N/A,#N/A,#N/A,#N/A,#N/A
0:00:26,26.493,26493,00:00:26:12,0:00:27,27.144,27144,00:00:27:03,0:00:01,0.651,651,00:00:00:16,,,,li:kaxtlawananqó:' ,#N/A,#N/A,#N/A,#N/A,#N/A
0:00:27,27.144,27144,00:00:27:03,0:00:28,27.795,27795,00:00:27:19,0:00:01,0.651,651,00:00:00:16,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:28,27.795,27795,00:00:27:19,0:00:28,28.445,28445,00:00:28:11,0:00:01,0.65,650,00:00:00:16,,,,n,n,n,EPEN,EPEN,
0:00:28,28.445,28445,00:00:28:11,0:00:29,29.096,29096,00:00:29:02,0:00:01,0.651,651,00:00:00:16,,,,pala,pala,pala,CONJ,CONJ,
0:00:29,29.096,29096,00:00:29:02,0:00:30,29.747,29747,00:00:29:18,0:00:01,0.651,651,00:00:00:16,,,,kxchijkán,k-x-chij-kán,k-x-chik-kan,LOC-3POSS-house-PL.POSS,LOC-3POSS-house-PL.POSS,
0:00:30,29.747,29747,00:00:29:18,0:00:30,30.398,30398,00:00:30:09,0:00:01,0.651,651,00:00:00:16,,,,kxma:lakchakán,k-x-ma:lakcha-kán,k-x-ma:lakch-kan,LOC-3POSS-door-PL.POSS,LOC-3POSS-door-PL.POSS,
0:00:30,30.398,30398,00:00:30:09,0:00:33,33.224,33224,00:00:33:05,0:00:03,2.826,2826,00:00:02:20,APG,wa: xlakani lu:laqati:qó:' li:kaxtlawananqó:'y,les agrada mucho adornar con esto,,,,,,
0:00:30,30.398,30398,00:00:30:09,0:00:31,31.104,31104,00:00:31:02,0:00:01,0.706,706,00:00:00:17,,,,wa:,wa:,wa:,FOC,FOC,
0:00:31,31.104,31104,00:00:31:02,0:00:32,31.811,31811,00:00:31:20,0:00:01,0.707,707,00:00:00:17,,,,xlakani,xlakan-i,xlakan,PRN.3SBJ.PL-JNCT,PRN.3SBJ.PL,
0:00:32,31.811,31811,00:00:31:20,0:00:33,32.517,32517,00:00:32:12,0:00:01,0.706,706,00:00:00:17,,,,lu:laqati:qó:',lu-laqati:-qo:',lu-laqati:-qo:'-a:',INTNS-V.like-3PL [PRES IPFV],INTNS-V.like-3PL-IPFV [PRES],
0:00:33,32.517,32517,00:00:32:12,0:00:33,33.224,33224,00:00:33:05,0:00:01,0.707,707,00:00:00:17,,,,li:kaxtlawananqó:'y,#N/A,#N/A,#N/A,#N/A,#N/A
0:00:33,33.224,33224,00:00:33:05,0:00:35,34.928,34928,00:00:34:23,0:00:02,1.704,1704,00:00:01:17,APG,"xka:..., kxpaskwahkán.",en los días de fiestas.,,,,,,
0:00:33,33.224,33224,00:00:33:05,0:00:34,34.076,34076,00:00:34:01,0:00:01,0.852,852,00:00:00:21,,,,"xka:...,",xka:,xka:,ERROR,ERROR,
0:00:34,34.076,34076,00:00:34:01,0:00:35,34.928,34928,00:00:34:23,0:00:01,0.852,852,00:00:00:21,,,,kxpaskwahkán,k-x-paskwah-kán,k-x-paskwah-kan,LOC-3POSS-party-PL.POSS,LOC-3POSS-party-PL.POSS,
0:00:35,34.928,34928,00:00:34:23,0:00:38,37.721,37721,00:00:37:18,0:00:03,2.793,2793,00:00:02:19,ESP,"Xli:ka:na n ti: kilhwampa:'t, na: klaqapasa xa *porque**","Lo que dices es muy cierto, también lo conozco porque",,,,,,
0:00:35,34.928,34928,00:00:34:23,0:00:35,35.277,35277,00:00:35:06,0:00:00,0.349,349,00:00:00:08,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:35,35.277,35277,00:00:35:06,0:00:36,35.626,35626,00:00:35:15,0:00:00,0.349,349,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:36,35.626,35626,00:00:35:15,0:00:36,35.975,35975,00:00:35:24,0:00:00,0.349,349,00:00:00:08,,,,ti:,ti:,ti:,HREL,HREL,
0:00:36,35.975,35975,00:00:35:24,0:00:36,36.324,36324,00:00:36:08,0:00:00,0.349,349,00:00:00:08,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,
0:00:36,36.324,36324,00:00:36:08,0:00:37,36.673,36673,00:00:36:16,0:00:00,0.349,349,00:00:00:08,,,,na:,na:,na:,aslo,also,
0:00:37,36.673,36673,00:00:36:16,0:00:37,37.022,37022,00:00:37:00,0:00:00,0.349,349,00:00:00:08,,,,klaqapasa,k-laqapas-a,k-laqapas-a:',1SBJ.SG-V.recognize-IPFV,1SBJ.SG-V.recognize-IPFV,
0:00:37,37.022,37022,00:00:37:00,0:00:37,37.371,37371,00:00:37:09,0:00:00,0.349,349,00:00:00:08,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:37,37.371,37371,00:00:37:09,0:00:38,37.721,37721,00:00:37:18,0:00:00,0.35,350,00:00:00:08,,,,*porque**,porque,porque,INJT,INJT,
0:00:38,37.721,37721,00:00:37:18,0:00:41,41.354,41354,00:00:41:08,0:00:04,3.633,3633,00:00:03:15,ESP,"iyma: stla:ni xa iyma: n tu: aqsama:'wi ma: li:wa:pan,","este li:wa:pan del que hablamos es muy bonito,",,,,,,
0:00:38,37.721,37721,00:00:37:18,0:00:38,38.124,38124,00:00:38:03,0:00:00,0.403,403,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:38,38.124,38124,00:00:38:03,0:00:39,38.528,38528,00:00:38:13,0:00:00,0.404,404,00:00:00:10,,,,stla:ni,stla:n-i,stla:n,beautiful-JNCT,beautiful,
0:00:39,38.528,38528,00:00:38:13,0:00:39,38.932,38932,00:00:38:23,0:00:00,0.404,404,00:00:00:10,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:39,38.932,38932,00:00:38:23,0:00:39,39.335,39335,00:00:39:08,0:00:00,0.403,403,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:39,39.335,39335,00:00:39:08,0:00:40,39.739,39739,00:00:39:18,0:00:00,0.404,404,00:00:00:10,,,,n,n,n,EPEN,EPEN,
0:00:40,39.739,39739,00:00:39:18,0:00:40,40.143,40143,00:00:40:03,0:00:00,0.404,404,00:00:00:10,,,,tu:,tu:,tu:,NREL,NREL,
0:00:40,40.143,40143,00:00:40:03,0:00:41,40.546,40546,00:00:40:13,0:00:00,0.403,403,00:00:00:10,,,,aqsama:'wi,aqsa-ma:'-w-i,aqsan-ma:'-'w,V.mention-PROG-1SBJ.PL-JNCT [PRES],V.mention-PROG-1SBJ.PL [PRES],
0:00:41,40.546,40546,00:00:40:13,0:00:41,40.95,40950,00:00:40:23,0:00:00,0.404,404,00:00:00:10,,,,ma:,ma:,ma:,TAG,TAG,
0:00:41,40.95,40950,00:00:40:23,0:00:41,41.354,41354,00:00:41:08,0:00:00,0.404,404,00:00:00:10,,,,li:wa:pan,li:wa:pan,li:wa:pan,Heliconia.schiedeana,Heliconia.schiedeana,
0:00:41,41.354,41354,00:00:41:08,0:00:43,42.578,42578,00:00:42:14,0:00:01,1.224,1224,00:00:01:05,ESP,cha: n chu: xatawá:'n,sus hojas,,,,,,
0:00:41,41.354,41354,00:00:41:08,0:00:42,41.66,41660,00:00:41:16,0:00:00,0.306,306,00:00:00:07,,,,cha:,cha:,cha:,PTCL,PTCL,
